"PING_INLINE","129870.13"
"PING_BULK","102986.61"
"SET","141442.72"
"GET","157977.88"
"INCR","149253.73"
"LPUSH","143266.47"
"RPUSH","106269.93"
"LPOP","109649.12"
"RPOP","103626.95"
"SADD","114678.90"
"SPOP","157977.88"
"LPUSH","152439.02"
"LRANGE_100","65573.77"
"LRANGE_300","23084.03"
"LRANGE_500","17382.24"
"LRANGE_600","13984.06"
"MSET","105263.16"
